date		time		name		ask	bid
28.10.2016	16:15:00	Tesla Motors	203.63	203.39
28.10.2016	16:16:00	Tesla Motors	203.70	203.51
28.10.2016	16:17:00	Tesla Motors	203.49	203.28
28.10.2016	16:18:00	Tesla Motors	203.63	203.47
28.10.2016	16:19:00	Tesla Motors	203.02	202.72
28.10.2016	16:20:00	Tesla Motors	202.95	202.69
28.10.2016	16:21:00	Tesla Motors	203.10	202.82
28.10.2016	16:22:00	Tesla Motors	202.49	202.26
28.10.2016	16:23:00	Tesla Motors	202.49	202.35
28.10.2016	16:24:00	Tesla Motors	202.27	202.12
28.10.2016	16:25:00	Tesla Motors	202.10	202.05
28.10.2016	16:26:00	Tesla Motors	201.50	201.35
28.10.2016	16:27:00	Tesla Motors	201.46	201.32
28.10.2016	16:28:00	Tesla Motors	201.57	201.43
28.10.2016	16:29:00	Tesla Motors	202.12	201.81
28.10.2016	16:30:00	Tesla Motors	201.93	201.81
28.10.2016	16:31:00	Tesla Motors	201.79	201.66
28.10.2016	16:32:00	Tesla Motors	201.61	201.57
28.10.2016	16:33:00	Tesla Motors	201.92	201.80
28.10.2016	16:34:00	Tesla Motors	201.56	201.32
28.10.2016	16:35:00	Tesla Motors	201.71	201.55
28.10.2016	16:36:00	Tesla Motors	201.16	201.01
28.10.2016	16:37:00	Tesla Motors	201.49	201.33
28.10.2016	16:38:00	Tesla Motors	201.93	201.76
28.10.2016	16:39:00	Tesla Motors	201.70	201.56
28.10.2016	16:40:00	Tesla Motors	201.75	201.61
28.10.2016	16:41:00	Tesla Motors	202.00	201.85
28.10.2016	16:42:00	Tesla Motors	202.14	202.02
28.10.2016	16:43:00	Tesla Motors	202.24	202.05
28.10.2016	16:44:00	Tesla Motors	202.16	202.00
28.10.2016	16:45:00	Tesla Motors	202.21	202.01
28.10.2016	16:47:00	Tesla Motors	202.36	202.30
28.10.2016	16:48:00	Tesla Motors	202.44	202.29
28.10.2016	16:49:00	Tesla Motors	202.78	202.52
28.10.2016	16:50:00	Tesla Motors	202.78	202.57
28.10.2016	16:51:00	Tesla Motors	202.86	202.67
28.10.2016	16:52:00	Tesla Motors	202.72	202.50
28.10.2016	16:53:00	Tesla Motors	202.48	202.37
28.10.2016	16:54:00	Tesla Motors	202.78	202.53
28.10.2016	16:55:00	Tesla Motors	203.10	202.93
28.10.2016	16:56:00	Tesla Motors	202.82	202.70
28.10.2016	16:57:00	Tesla Motors	202.78	202.65
28.10.2016	16:58:00	Tesla Motors	202.79	202.72
28.10.2016	16:59:00	Tesla Motors	202.86	202.77
28.10.2016	17:00:00	Tesla Motors	202.98	202.87
28.10.2016	17:01:00	Tesla Motors	203.00	202.88
28.10.2016	17:02:00	Tesla Motors	202.86	202.72
28.10.2016	17:03:00	Tesla Motors	203.00	202.88
28.10.2016	17:04:00	Tesla Motors	202.89	202.76
28.10.2016	17:05:00	Tesla Motors	202.75	202.64
28.10.2016	17:06:00	Tesla Motors	202.75	202.65
28.10.2016	17:07:00	Tesla Motors	202.44	202.24
28.10.2016	17:08:00	Tesla Motors	202.10	202.00
28.10.2016	17:09:00	Tesla Motors	202.24	202.07
28.10.2016	17:10:00	Tesla Motors	202.20	202.03
28.10.2016	17:11:00	Tesla Motors	202.59	202.43
28.10.2016	17:12:00	Tesla Motors	202.38	202.23
28.10.2016	17:13:00	Tesla Motors	202.37	202.23
28.10.2016	17:14:00	Tesla Motors	202.20	202.12
28.10.2016	17:15:00	Tesla Motors	202.29	202.11
28.10.2016	17:16:00	Tesla Motors	202.19	202.04
28.10.2016	17:17:00	Tesla Motors	202.33	202.21
28.10.2016	17:18:00	Tesla Motors	202.54	202.47
28.10.2016	17:19:00	Tesla Motors	202.79	202.69
28.10.2016	17:20:00	Tesla Motors	202.85	202.78
28.10.2016	17:21:00	Tesla Motors	202.61	202.52
28.10.2016	17:22:00	Tesla Motors	202.75	202.57
28.10.2016	17:23:00	Tesla Motors	202.60	202.52
28.10.2016	17:24:00	Tesla Motors	202.49	202.35
28.10.2016	17:25:00	Tesla Motors	202.56	202.46
28.10.2016	17:26:00	Tesla Motors	202.45	202.31
28.10.2016	17:27:00	Tesla Motors	202.36	202.21
28.10.2016	17:28:00	Tesla Motors	202.44	202.36
28.10.2016	17:29:00	Tesla Motors	202.42	202.28
28.10.2016	17:30:00	Tesla Motors	202.74	202.61
28.10.2016	17:31:00	Tesla Motors	202.57	202.42
28.10.2016	17:32:00	Tesla Motors	202.75	202.69
28.10.2016	17:33:00	Tesla Motors	202.75	202.63
28.10.2016	17:34:00	Tesla Motors	202.65	202.50
28.10.2016	17:35:00	Tesla Motors	202.47	202.30
28.10.2016	17:36:00	Tesla Motors	202.59	202.45
28.10.2016	17:37:00	Tesla Motors	202.56	202.44
28.10.2016	17:38:00	Tesla Motors	202.55	202.36
28.10.2016	17:39:00	Tesla Motors	202.50	202.30
28.10.2016	17:40:00	Tesla Motors	202.49	202.45
28.10.2016	17:41:00	Tesla Motors	202.30	202.15
28.10.2016	17:42:00	Tesla Motors	202.37	202.30
28.10.2016	17:43:00	Tesla Motors	202.20	202.07
28.10.2016	17:44:00	Tesla Motors	202.20	202.14
28.10.2016	17:45:00	Tesla Motors	202.07	202.00
28.10.2016	17:46:00	Tesla Motors	202.00	201.90
28.10.2016	17:47:00	Tesla Motors	202.18	202.04
28.10.2016	17:48:00	Tesla Motors	202.50	202.45
28.10.2016	17:49:00	Tesla Motors	202.43	202.33
28.10.2016	17:50:00	Tesla Motors	202.39	202.23
28.10.2016	17:51:00	Tesla Motors	202.59	202.43
28.10.2016	17:52:00	Tesla Motors	202.69	202.52
28.10.2016	17:53:00	Tesla Motors	202.68	202.53
28.10.2016	17:54:00	Tesla Motors	202.55	202.38
28.10.2016	17:55:00	Tesla Motors	202.70	202.60
28.10.2016	17:56:00	Tesla Motors	202.59	202.35
28.10.2016	17:57:00	Tesla Motors	202.59	202.44
28.10.2016	17:58:00	Tesla Motors	202.58	202.45
28.10.2016	17:59:00	Tesla Motors	202.73	202.62
28.10.2016	18:00:00	Tesla Motors	202.71	202.63
28.10.2016	18:01:00	Tesla Motors	202.75	202.69
28.10.2016	18:02:00	Tesla Motors	202.82	202.68
28.10.2016	18:03:00	Tesla Motors	202.91	202.76
28.10.2016	18:04:00	Tesla Motors	202.95	202.88
28.10.2016	18:05:00	Tesla Motors	203.80	203.71
16.1.2017	17:32:00	Tesla Motors	237.75	237.41
16.1.2017	17:33:00	Tesla Motors	237.75	237.41
16.1.2017	17:34:00	Tesla Motors	237.75	237.41
20.1.2017	11:07:00	Tesla Motors	244.48	244.00
20.1.2017	11:08:00	Tesla Motors	244.48	244.00
20.1.2017	11:09:00	Tesla Motors	244.48	244.00
20.1.2017	11:10:00	Tesla Motors	244.48	244.00
20.1.2017	11:11:00	Tesla Motors	244.48	244.00
20.1.2017	11:12:00	Tesla Motors	244.48	244.00
20.1.2017	11:13:00	Tesla Motors	244.48	244.00
20.1.2017	11:14:00	Tesla Motors	244.48	244.00
20.1.2017	11:15:00	Tesla Motors	244.31	244.00
20.1.2017	11:16:00	Tesla Motors	244.48	244.00
20.1.2017	11:17:00	Tesla Motors	244.48	244.00
20.1.2017	11:18:00	Tesla Motors	244.48	244.00
20.1.2017	11:19:00	Tesla Motors	244.48	244.00
20.1.2017	11:20:00	Tesla Motors	244.48	244.00
20.1.2017	11:21:00	Tesla Motors	244.48	244.00
20.1.2017	11:22:00	Tesla Motors	244.48	244.00
20.1.2017	11:23:00	Tesla Motors	244.48	244.00
20.1.2017	11:24:00	Tesla Motors	244.48	244.00
20.1.2017	11:25:00	Tesla Motors	244.48	244.00
20.1.2017	11:26:00	Tesla Motors	244.48	244.00
20.1.2017	11:27:00	Tesla Motors	244.48	244.00
20.1.2017	11:28:00	Tesla Motors	244.48	244.00
20.1.2017	11:29:00	Tesla Motors	244.48	244.00
20.1.2017	11:30:00	Tesla Motors	244.48	244.00
20.1.2017	11:31:00	Tesla Motors	244.48	244.00
20.1.2017	11:32:00	Tesla Motors	244.48	244.00
20.1.2017	11:33:00	Tesla Motors	244.48	244.00
